,Name,Address,AvgRatingText,TotalReviews,TotalFavourites,TotalViews,TotalPictures,TotalCheckIns,Url,Latitude,Longitude,ResCreatedOn,điểm chất lượng,điểm phục vụ,điểm không gian,điểm giá cả,điểm vị trí,thời gian mở,thời gian đóng,khoảng giá,Tổng bình luận,bình luyện tuyệt vời,bình luận tốt,bình luận trung bình,bình luận kém,Tên nhà hàng,Khoảng giá khác,Thời gian hoạt động,Thích hợp,Giờ nhận khách cuối,Thời gian chuẩn bị,Nghỉ lễ,Thể loại,Sức chứa,Phong cách ẩm thực,Phù hợp với,Phục vụ các món,Website,Có wifi,Có giao hàng,Có máy lạnh & điều hòa,Cho mua về,Trả bằng thẻ,Có chỗ đậu ôtô,Nên đặt trước,Có bàn ngoài trời,Có phòng riêng,Có chỗ chơi cho trẻ em,Có karaoke,Giữ xe máy miễn phí,Tip cho nhân viên,Có khu vực hút thuốc,Có thẻ thành viên,Có xuất hóa đơn đỏ,Có hỗ trợ hội thảo,Có lò sưởi,Có hỗ trợ người khuyết tật,Có chiếu bóng đá,Có nhạc sống
1337,Saiko - Sushi & Japanese Cuisine,"537 Kim Mã, Quận Ba Đình, Hà Nội",6.4,2,0,0,14,0,/ha-noi/saiko-sushi-japanese-cuisine,21.029657,105.810117,0001-12-31T17:00:00Z,8.0,7.5,7.5,4.5,4.5,10:00,23:00,30.000đ - 300.000đ,2.0,0.0,1.0,1.0,0.0,saiko-sushi-japanese-cuisine,,10:00 - 23:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Á', 'Món Nhật']","['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1338,Vỹ Dạ - Ẩm Thực Huế,"21 Phan Bội Châu, Quận Hoàn Kiếm, Hà Nội",7.3,2,0,0,12,0,/ha-noi/vy-da-am-thuc-hue,21.026108,105.843562,0001-12-31T17:00:00Z,9.0,9.0,6.5,6.5,5.5,10:00,22:00,150.000đ - 300.000đ,2.0,0.0,1.0,1.0,0.0,vy-da-am-thuc-hue,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],60 người lớn,"['Món Huế', 'Món Miền Trung']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1339,Chả Cá Ngư Ông,"6 Phạm Văn Đồng, Quận Cầu Giấy, Hà Nội",9.0,2,0,0,19,0,/ha-noi/cha-ca-ngu-ong,21.041193,105.781261,0001-12-31T17:00:00Z,9.5,9.0,9.0,9.0,8.5,10:00,22:00,100.000đ - 300.000đ,2.0,1.0,1.0,0.0,0.0,cha-ca-ngu-ong,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],60 người lớn,['Món Việt'],"['Ăn gia đình', 'Họp nhóm', 'Tiếp khách']",['Hải sản'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,Gourmet - Restaurant & Bar,"9 Hàng Buồm, Quận Hoàn Kiếm, Hà Nội",7.6,1,0,0,23,0,/ha-noi/gourmet-restaurant-bar,21.0360414,105.8526375,0001-12-31T17:00:00Z,10.0,10.0,8.0,5.0,5.0,06:00,23:59,49.000đ - 149.000đ,1.0,0.0,1.0,0.0,0.0,gourmet-restaurant-bar,,06:00 - 23:59,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",,,,['Nhà hàng'],20 người lớn,"['Quốc tế', 'Mexico']","['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách', 'Giao tận nơi', 'BBQ - Món Nướng', 'Ngắm cảnh', 'Takeaway - Mang về']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1341,Shabu Shabu On-Yasai - Nhà Hàng Nhật Bản - Discovery Complex,"Tầng 5, Discovery Complex, 302 Cầu Giấy, Quận Cầu Giấy, Hà Nội",7.8,17,0,0,53,0,/ha-noi/on-yasai-shabu-shabu-buffet-lau-discovery-complex,21.035653,105.794019,0001-12-31T17:00:00Z,8.2,8.0,7.9,7.5,7.5,10:00,22:00,198.000đ - 348.000đ,17.0,3.0,11.0,1.0,2.0,on-yasai-shabu-shabu-buffet-lau-discovery-complex,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],60 người lớn,"['Món Á', 'Món Nhật']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1342,Le Monde Steak - Phan Chu Trinh,"34 Phan Chu Trinh, Quận Hoàn Kiếm, Hà Nội",7.9,32,0,0,54,0,/ha-noi/le-monde-steak-phan-chu-trinh,21.018469,105.855064,0001-12-31T17:00:00Z,8.2,7.9,7.9,7.8,7.5,11:00,22:00,100.000đ - 200.000đ,32.0,2.0,28.0,2.0,0.0,le-monde-steak-phan-chu-trinh,,11:00 - 14:30 | 17:00 - 22:00,"['Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],30 người lớn,['Quốc tế'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Ăn vặt']","['Thịt Bò', 'Beefsteak - Bò né']",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1343,Ssal Chicken,"80 Nguyễn Chí Thanh, P. Láng Thượng, Quận Đống Đa, Hà Nội",7.5,33,0,0,232,0,/ha-noi/ssal-chicken,21.016708,105.806354,0001-12-31T17:00:00Z,7.9,7.6,7.4,7.3,7.2,10:00,22:00,10.000đ - 300.000đ,33.0,4.0,20.0,8.0,1.0,ssal-chicken,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Ăn gia đình', 'Họp nhóm', 'Ăn vặt', 'Takeaway - Mang về']",['Thịt Gà'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1344,Home Kitchen - Ẩm Thực Á Âu,"94 Từ Hoa, Quận Tây Hồ, Hà Nội",5.5,4,0,0,23,0,/ha-noi/home-kitchen-am-thuc-a-au,21.0581509,105.829901,0001-12-31T17:00:00Z,7.5,6.5,5.3,4.8,3.3,07:00,00:00,50.000đ - 250.000đ,4.0,0.0,2.0,0.0,2.0,home-kitchen-am-thuc-a-au,,07:00 - 00:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",22:30,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],80 người lớn,"['Món Việt', 'Mỹ', 'Quốc tế', 'Pháp', 'Ý']","['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Họp nhóm', 'Ăn chay', 'Giao tận nơi', 'Ngắm cảnh', 'Takeaway - Mang về']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,Gyu-Kaku Japanese BBQ - Discovery Complex,"Discovery Complex, 302 Cầu Giấy, P. Dịch Vọng, Quận Cầu Giấy, Hà Nội",6.2,18,0,0,37,0,/ha-noi/gyu-kaku-japanese-bbq-discovery-complex,21.035253,105.794745,0001-12-31T17:00:00Z,7.1,6.4,6.3,6.0,5.2,10:00,22:00,100.000đ - 500.000đ,18.0,1.0,7.0,5.0,5.0,gyu-kaku-japanese-bbq-discovery-complex,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Á', 'Món Nhật']","['Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'BBQ - Món Nướng']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1346,Sente - Local Flavor,"20 Nguyễn Quang Bích, Quận Hoàn Kiếm, Hà Nội",7.0,8,0,0,31,0,/ha-noi/sente-local-flavor,21.032039,105.845795,0001-12-31T17:00:00Z,8.1,7.5,7.1,6.1,6.0,09:00,22:00,100.000đ - 300.000đ,8.0,1.0,3.0,3.0,1.0,sente-local-flavor,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],70 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,Dragon Sea Buffet,"Tầng 4, TTTM Machinco, 10 Trần Phú, P. Mộ Lao, Quận Hà Đông, Hà Nội",6.6,11,0,0,132,0,/ha-noi/dragon-sea-buffet,20.983403,105.791539,0001-12-31T17:00:00Z,7.8,7.1,6.8,5.8,5.3,,,30.000đ - 400.000đ,11.0,3.0,3.0,1.0,4.0,dragon-sea-buffet,,,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],30 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Uống bia - Nhậu', 'Ăn vặt', 'Takeaway - Mang về']",['Hải sản'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,Trà Giang - Trâu Tươi & Trâu Giật,"HD5-25 Huỳnh Văn Nghệ, P. Sài Đồng, Quận Long Biên, Hà Nội",8.0,1,0,0,7,0,/ha-noi/tra-giang-trau-tuoi-trau-giat,21.039079,105.908237,0001-12-31T17:00:00Z,10.0,9.0,9.0,6.0,6.0,09:00,22:30,50.000đ - 500.000đ,1.0,0.0,1.0,0.0,0.0,tra-giang-trau-tuoi-trau-giat,,09:00 - 22:30,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],55 người lớn,['Món Bắc'],"['Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']","['Thịt Bò', 'Thịt Trâu']",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1349,Bếp Xưa - Tây Nam Linh Đàm,"6 TT3B Tây Nam Linh Đàm, Linh Đường, Quận Hoàng Mai, Hà Nội",6.0,3,0,0,40,0,/ha-noi/bep-xua-tay-nam-linh-dam,20.962397,105.825842,0001-12-31T17:00:00Z,6.7,6.3,6.0,5.7,5.3,09:00,22:30,35.000đ - 350.000đ,3.0,0.0,2.0,0.0,1.0,bep-xua-tay-nam-linh-dam,,09:00 - 22:30,"['Buổi sáng', 'Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],300 người lớn,['Món Bắc'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Đặc sản vùng'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,"Phở Tre TKC - Phở, Cơm Đảo Bò - Gà","Tầng 1, Tòa E4 CT3 Yên Hòa Park View, Vũ Phạm Hàm, Quận Cầu Giấy, Hà Nội",9.0,12,0,0,47,0,/ha-noi/pho-tre-tkc,21.016366,105.797234,0001-12-31T17:00:00Z,9.3,9.2,9.0,8.8,8.5,06:00,22:00,20.000đ - 80.000đ,12.0,7.0,5.0,0.0,0.0,pho-tre-tkc,,06:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối', 'Buổi  khuya']",21:30,Khoảng 3 - 5 phút,Các ngày lễ trong năm,['Nhà hàng'],100 người lớn,['Món Bắc'],"['Ăn gia đình', 'Hẹn hò', 'Tiếp khách', 'Takeaway - Mang về', 'Ăn Fastfood']","['Thịt Bò', 'Món nước', 'Cơm']",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1351,Lẩu Nấm Ashima - Hoàng Đạo Thúy,"Tầng 2, Tháp A, Tòa UDIC Complex, N04 Hoàng Đạo Thúy, Quận Thanh Xuân, Hà Nội",9.0,27,0,0,47,0,/ha-noi/lau-nam-ashima-hoang-dao-thuy,21.008752,105.800712,0001-12-31T17:00:00Z,9.3,9.2,9.0,8.8,8.5,11:00,22:00,100.000đ - 330.000đ,27.0,22.0,3.0,1.0,1.0,lau-nam-ashima-hoang-dao-thuy,,11:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,['Món Á'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,Lẩu Nấm Ashima - Huỳnh Thúc Kháng,"17 Huỳnh Thúc Kháng, Quận Đống Đa, Hà Nội",8.3,5,0,0,19,0,/ha-noi/lau-nam-ashima-huynh-thuc-khang,21.0176,105.812707,0001-12-31T17:00:00Z,8.4,8.4,8.2,8.2,8.2,11:00,22:00,100.000đ - 330.000đ,5.0,4.0,0.0,0.0,1.0,lau-nam-ashima-huynh-thuc-khang,,11:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,['Món Á'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1353,Kichi Kichi Lẩu Băng Chuyền - Savico Long Biên,"Savico Long Biên, 7 - 9 Nguyễn Văn Linh, Quận Long Biên, Hà Nội",9.8,12,0,0,33,0,/ha-noi/kichi-kichi-lau-bang-chuyen-savico-long-bien,21.050554,105.893308,0001-12-31T17:00:00Z,9.8,9.8,9.8,9.8,9.8,11:00,22:00,199.000đ - 239.000đ,12.0,11.0,1.0,0.0,0.0,kichi-kichi-lau-bang-chuyen-savico-long-bien,,11:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],90 người lớn,['Món Á'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,Hutong - Hot Pot Paradise - Giảng Võ,"Tầng 1, C7 Trần Huy Liệu, Quận Ba Đình, Hà Nội",8.6,36,0,0,82,0,/ha-noi/hutong-hot-pot-paradise-giang-vo,21.027221,105.822236,0001-12-31T17:00:00Z,8.8,8.8,8.6,8.6,8.4,09:30,22:00,150.000đ - 300.000đ,36.0,22.0,9.0,3.0,2.0,hutong-hot-pot-paradise-giang-vo,,09:30 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],150 người lớn,['Món Á'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1355,Hutong - Hot Pot Paradise - Vạn Phúc,"Lô 9-10, Thửa CUTM 5-10, Dự Án Làng Nghề Dệt Lụa Vạn Phúc, Quận Hà Đông, Hà Nội",6.6,12,0,0,19,0,/ha-noi/hutong-hot-pot-paradise-van-phuc,20.983882,105.773807,0001-12-31T17:00:00Z,7.3,7.0,6.6,6.4,5.8,09:30,22:00,150.000đ - 300.000đ,12.0,4.0,3.0,1.0,4.0,hutong-hot-pot-paradise-van-phuc,,09:30 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],150 người lớn,"['Món Á', 'Món Trung Hoa']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1356,GoGi House - Nướng Hàn Quốc - Tràng Tiền Plaza,"Gian 5-04, Tầng 5, TTTM Tràng Tiền Plaza, 24 Hai Bà Trưng, Quận Hoàn Kiếm, Hà Nội",7.9,14,0,0,50,0,/ha-noi/gogi-house-nuong-han-quoc-trang-tien-plaza,21.024818,105.853341,0001-12-31T17:00:00Z,8.0,8.0,8.0,7.9,7.8,10:00,22:00,299.000đ - 500.000đ,14.0,9.0,2.0,0.0,2.0,gogi-house-nuong-han-quoc-trang-tien-plaza,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],150 người lớn,"['Món Á', 'Món Hàn']","['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Tiếp khách', 'BBQ - Món Nướng', 'Ngắm cảnh']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1357,Miyabi Yakiniku - Ẩm Thực Nhật Bản,"100 Hai Bà Trưng, Quận Hoàn Kiếm, Hà Nội",9.0,1,0,0,4,0,/ha-noi/miyabi-yakiniku-am-thuc-nhat-ban,21.027662,105.84297,0001-12-31T17:00:00Z,10.0,10.0,10.0,8.0,7.0,10:00,23:00,50.000đ - 250.000đ,1.0,1.0,0.0,0.0,0.0,miyabi-yakiniku-am-thuc-nhat-ban,,10:00 - 14:00 | 17:00 - 23:00,"['Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Á', 'Món Nhật']","['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1358,Xian Yan - Lẩu Đài Loan,"106A7 Ngõ 1A Tôn Thất Tùng, Quận Đống Đa, Hà Nội",9.7,3,0,0,2,0,/ha-noi/xian-yan-lau-dai-loan,21.004661,105.831234,0001-12-31T17:00:00Z,10.0,10.0,10.0,9.7,8.7,10:00,22:00,50.000đ - 250.000đ,3.0,3.0,0.0,0.0,0.0,xian-yan-lau-dai-loan,,10:00 - 22:00,"['Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,"['Món Á', 'Đài Loan']","['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1359,Thực Khách Lai - Lẩu Hong Kong & Disum,"2 16B2 Mộ Lao, Quận Hà Đông, Hà Nội",8.2,1,0,0,10,0,/ha-noi/thuc-khach-lai-lau-hong-kong-disum,20.97931,105.782586,0001-12-31T17:00:00Z,9.0,8.0,8.0,8.0,8.0,10:00,23:00,50.000đ - 250.000đ,1.0,0.0,1.0,0.0,0.0,thuc-khach-lai-lau-hong-kong-disum,,10:00 - 14:00 | 17:00 - 23:00,"['Buổi  trưa', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Á'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",['Lẩu'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360,Vị Xưa - Ẩm Thực Ba Miền,"83 Tuệ Tĩnh, Quận Hai Bà Trưng, Hà Nội",9.3,4,0,0,52,0,/ha-noi/vi-xua-am-thuc-ba-mien,21.015199,105.848021,0001-12-31T17:00:00Z,9.5,9.5,9.3,9.3,9.0,10:00,22:00,100.000đ - 300.000đ,4.0,3.0,1.0,0.0,0.0,vi-xua-am-thuc-ba-mien,,10:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],50 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Ngắm cảnh']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,Hải Sản Sầm Sơn - Cầu Đất,"77 Cầu Đất, Quận Hoàn Kiếm, Hà Nội",1.0,1,0,0,0,0,/ha-noi/hai-san-sam-son-cau-dat,21.0256400091821,105.8615701026909,0001-12-31T17:00:00Z,1.0,1.0,1.0,1.0,1.0,09:00,21:00,50.000đ - 200.000đ,1.0,0.0,0.0,0.0,1.0,hai-san-sam-son-cau-dat,,09:00 - 21:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 7 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],80 người lớn,['Món Việt'],"['Ăn gia đình', 'Uống bia - Nhậu', 'Họp nhóm']","['Hải sản', 'Thức uống']",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,Nhà Hàng Vân Nam,"27B Lý Thường Kiệt, P. Cửa Nam, Quận Hoàn Kiếm, Hà Nội",7.7,3,0,0,10,0,/ha-noi/nha-hang-van-nam,21.0220367531942,105.8550944397484,0001-12-31T17:00:00Z,8.3,8.3,7.7,7.0,7.0,09:00,22:00,100.000đ - 300.000đ,3.0,0.0,3.0,0.0,0.0,nha-hang-van-nam,,09:00 - 22:00,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 7 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],80 người lớn,['Món Việt'],"['Ăn gia đình', 'Uống bia - Nhậu']","['Thịt Bò', 'Thịt Heo', 'Thức uống']",,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,Mr.Lòng - Lòng Sạch Cho Người Sành - Thọ Tháp,"15 Thọ Tháp, Quận Cầu Giấy, Hà Nội",7.2,1,0,0,25,0,/ha-noi/mr-long-long-sach-cho-nguoi-sanh,21.031981,105.789481,0001-12-31T17:00:00Z,8.0,7.0,7.0,7.0,7.0,,,25.000đ - 150.000đ,1.0,0.0,1.0,0.0,0.0,mr-long-long-sach-cho-nguoi-sanh,,,"['Buổi sáng', 'Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],85 người lớn,,"['Uống bia - Nhậu', 'Họp nhóm', 'Tiếp khách']",,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,Bò Lế Rồ - Bò Nhúng Sốt & Nhúng Lẩu - Giảng Võ,"243 Giảng Võ, Quận Đống Đa, Hà Nội",6.2,17,0,0,64,0,/ha-noi/bo-le-ro-bo-nhung-sot-nhung-lau-giang-vo,21.024596,105.821246,0001-12-31T17:00:00Z,6.8,6.5,6.2,6.1,5.7,11:00,22:00,60.000đ - 325.000đ,17.0,2.0,7.0,2.0,6.0,bo-le-ro-bo-nhung-sot-nhung-lau-giang-vo,,11:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 5 - 10 phút,Các ngày lễ trong năm,['Nhà hàng'],80 người lớn,['Món Việt'],"['Ăn gia đình', 'Hẹn hò', 'Họp nhóm', 'Giao tận nơi', 'BBQ - Món Nướng', 'Takeaway - Mang về']",['Thịt Bò'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,Hutong Seafood - Hà Nội Centerpoint,"Tầng 4, TTTM Hà Nội Centerpoint, 27 Lê Văn Lương, Quận Thanh Xuân, Hà Nội",7.5,6,0,0,23,0,/ha-noi/hutong-seafood-ha-noi-centerpoint,21.004824,105.804459,0001-12-31T17:00:00Z,8.0,7.8,7.5,7.3,6.8,11:00,22:00,500.000đ - 800.000đ,6.0,0.0,5.0,1.0,0.0,hutong-seafood-ha-noi-centerpoint,,11:00 - 22:00,"['Buổi  trưa', 'Buổi xế', 'Buổi  tối']",,Khoảng 10 - 15 phút,Các ngày lễ trong năm,['Nhà hàng'],200 người lớn,['Quốc tế'],"['Ăn gia đình', 'Họp nhóm', 'Tiếp khách', 'Ngắm cảnh']",['Hải sản'],,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
